Bulk_Order_ID,Style_ID,Production_Date,Daily_Commitment,Plant_Daily_Output,Output_Gap,Gap_Pct,Daily_Damage_Qty,Max_Daily_Damage_Qty,Damage_Ratio,Working_Day_No,Total_Working_Days,Days_Remaining,Day_Progress_Pct,Output_vs_Commit_Ratio,Remaining_Qty,Full_Order_Qty,Required_Daily_Rate,Commitment_Gap_Rate,Cumulative_Completed_Qty,Is_Cutting_Phase,Is_Sewing_Phase,History_Days_Available,Previous_Day_Output,Output_Change_From_Previous,Trailing_3D_Avg_Output,Trailing_3D_Output_Std,Trailing_3D_Avg_Gap_Pct,Trailing_3D_Emergency_Days,Trailing_3D_Worker_Shortage_Days,Trailing_3D_Machine_Breakdown_Days,Trailing_3D_Quality_Limit_Days,Days_Since_Last_Emergency,Emergency_Within_1_Day,Emergency_Within_3_Days,First_Emergency_Type_Within_3_Days,First_Emergency_Lead_Days,Worker_Shortage_Within_3_Days,Machine_Breakdown_Within_3_Days,Quality_Limit_Within_3_Days,Output_Schedule_Risk_Within_3_Days
BULK0005,TG5179,2024-06-18,390.0,394.0,-4.0,-1.03,1.0,12.0,0.0769,29.0,45.0,16.0,64.44,1.0077,6985.0,17567.0,410.9,20.9,10582.0,0.0,0.0,3,329.0,65.0,361.3333,26.5372,7.35,2,1,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0005,TG5179,2024-06-20,390.0,418.0,-28.0,-7.18,5.0,12.0,0.3846,31.0,45.0,14.0,68.89,1.0691,6205.0,17567.0,413.7,23.7,11362.0,0.0,0.0,3,362.0,56.0,391.3333,22.9395,-0.3433,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0005,TG5179,2024-06-27,390.0,403.0,-13.0,-3.33,4.0,12.0,0.3077,36.0,45.0,9.0,80.0,1.0307,4339.0,17567.0,433.9,43.9,13228.0,0.0,0.0,3,370.0,33.0,371.0,25.7294,4.8733,2,2,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0005,TG5179,2024-07-02,503.0,513.0,-10.0,-1.99,10.0,15.0,0.625,39.0,45.0,6.0,86.67,1.0179,3004.0,17567.0,429.1,-73.9,14563.0,0.0,0.0,3,461.0,52.0,445.0,63.0767,4.2933,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0005,TG5179,2024-07-04,507.0,525.0,-18.0,-3.55,4.0,15.0,0.25,41.0,45.0,4.0,91.11,1.0335,2008.0,17567.0,401.6,-105.4,15559.0,0.0,0.0,3,471.0,54.0,503.0,23.1517,0.15,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0006,KM175648,2024-04-22,379.0,404.0,-25.0,-6.6,3.0,11.0,0.25,1.0,53.0,52.0,1.89,1.0632,19668.0,20072.0,371.1,-7.9,404.0,1.0,0.0,1,404.0,0.0,404.0,0.0,-6.6,0,0,0,0,1,1,1,Working Hours Issue,1,1,0,1,1
BULK0006,KM175648,2024-04-29,379.0,403.0,-24.0,-6.33,10.0,11.0,0.8333,6.0,53.0,47.0,11.32,1.0605,17945.0,20072.0,373.9,-5.1,2127.0,1.0,0.0,3,328.0,75.0,350.0,37.6563,7.6533,2,1,0,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0006,KM175648,2024-05-02,379.0,379.0,0.0,0.0,4.0,11.0,0.3333,9.0,53.0,44.0,16.98,0.9974,16833.0,20072.0,374.1,-4.9,3239.0,1.0,0.0,3,367.0,12.0,370.6667,5.9067,2.2,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,0,0
BULK0006,KM175648,2024-05-06,379.0,400.0,-21.0,-5.54,1.0,11.0,0.0833,11.0,53.0,42.0,20.75,1.0526,16083.0,20072.0,374.0,-5.0,3989.0,0.0,1.0,3,350.0,50.0,376.3333,20.4993,0.7033,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0006,KM175648,2024-05-13,379.0,389.0,-10.0,-2.64,3.0,11.0,0.25,16.0,53.0,37.0,30.19,1.0237,14431.0,20072.0,379.8,0.8,5641.0,0.0,1.0,3,336.0,53.0,319.0,65.2125,15.8333,2,1,1,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0006,KM175648,2024-05-16,379.0,387.0,-8.0,-2.11,3.0,11.0,0.25,19.0,53.0,34.0,35.85,1.0184,13326.0,20072.0,380.7,1.7,6746.0,0.0,1.0,3,368.0,19.0,368.3333,15.107,2.8133,2,2,0,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0006,KM175648,2024-05-20,379.0,404.0,-25.0,-6.6,10.0,11.0,0.8333,21.0,53.0,32.0,39.62,1.0632,12594.0,20072.0,381.6,2.6,7478.0,0.0,1.0,3,328.0,76.0,373.0,32.5679,1.5833,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0006,KM175648,2024-05-27,379.0,385.0,-6.0,-1.58,10.0,11.0,0.8333,26.0,53.0,27.0,49.06,1.0132,10888.0,20072.0,388.9,9.9,9184.0,0.0,0.0,3,353.0,32.0,338.3333,45.2941,10.73,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0006,KM175648,2024-05-30,379.0,401.0,-22.0,-5.8,9.0,11.0,0.75,29.0,53.0,24.0,54.72,1.0553,9797.0,20072.0,391.9,12.9,10275.0,0.0,0.0,3,334.0,67.0,363.6667,27.8847,4.0467,2,2,0,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0006,KM175648,2024-06-03,379.0,400.0,-21.0,-5.54,7.0,11.0,0.5833,31.0,53.0,22.0,58.49,1.0526,9054.0,20072.0,393.7,14.7,11018.0,0.0,0.0,3,343.0,57.0,381.3333,27.1088,-0.6133,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0006,KM175648,2024-06-10,379.0,406.0,-27.0,-7.12,7.0,11.0,0.5833,36.0,53.0,17.0,67.92,1.0684,7373.0,20072.0,409.6,30.6,12699.0,0.0,0.0,3,354.0,52.0,334.0,68.43,11.8767,2,1,1,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0006,KM175648,2024-06-13,378.0,380.0,-2.0,-0.53,11.0,11.0,0.9167,39.0,53.0,14.0,73.58,1.0026,6284.0,20072.0,418.9,40.9,13788.0,0.0,0.0,3,348.0,32.0,363.0,13.1403,4.1333,2,2,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0006,KM175648,2024-06-17,378.0,403.0,-25.0,-6.61,7.0,11.0,0.5833,41.0,53.0,12.0,77.36,1.0633,5546.0,20072.0,426.6,48.6,14526.0,0.0,0.0,3,335.0,68.0,372.6667,28.241,1.4133,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,0,1
BULK0006,KM175648,2024-06-24,531.0,537.0,-6.0,-1.13,8.0,16.0,0.4706,46.0,53.0,7.0,86.79,1.0094,3706.0,20072.0,463.2,-67.8,16366.0,0.0,0.0,3,330.0,207.0,387.6667,106.503,11.0867,2,1,0,0,1,1,1,Worker Issue,1,1,0,1,1
BULK0006,KM175648,2024-06-27,551.0,569.0,-18.0,-3.27,8.0,17.0,0.4444,49.0,53.0,4.0,92.45,1.0308,2182.0,20072.0,436.4,-114.6,17890.0,0.0,0.0,3,442.0,127.0,508.0,51.9679,5.67,2,1,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0007,BYGR2808,2024-04-25,130.0,135.0,-5.0,-3.85,4.0,4.0,0.8,1.0,21.0,20.0,4.76,1.0305,2579.0,2714.0,122.8,-7.2,135.0,1.0,0.0,1,135.0,0.0,135.0,0.0,-3.85,0,0,0,0,1,1,1,Working Hours Issue,1,1,1,0,0
BULK0007,BYGR2808,2024-05-02,129.0,130.0,-1.0,-0.78,0.0,4.0,0.0,6.0,21.0,15.0,28.57,1.0,2041.0,2714.0,127.6,-1.4,673.0,1.0,0.0,3,110.0,20.0,100.0,29.4392,22.8167,2,1,1,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0007,BYGR2808,2024-05-07,129.0,134.0,-5.0,-3.88,2.0,4.0,0.4,9.0,21.0,12.0,42.86,1.0308,1669.0,2714.0,128.4,-0.6,1045.0,1.0,0.0,3,118.0,16.0,124.0,7.1181,3.8767,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0007,BYGR2808,2024-05-09,129.0,129.0,0.0,0.0,4.0,4.0,0.8,11.0,21.0,10.0,52.38,0.9923,1435.0,2714.0,130.5,1.5,1279.0,0.0,1.0,3,105.0,24.0,122.6667,12.6579,4.9067,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0007,BYGR2808,2024-05-16,161.0,167.0,-6.0,-3.73,4.0,5.0,0.6667,16.0,21.0,5.0,76.19,1.0309,795.0,2714.0,132.5,-28.5,1919.0,0.0,1.0,3,138.0,29.0,134.6667,27.8608,14.31,2,1,1,0,1,1,1,Worker Issue,1,1,0,0,0
BULK0008,BYGR8912,2024-04-22,214.0,221.0,-7.0,-3.27,3.0,6.0,0.4286,1.0,30.0,29.0,3.33,1.0279,6182.0,6403.0,206.1,-7.9,221.0,1.0,0.0,1,221.0,0.0,221.0,0.0,-3.27,0,0,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0008,BYGR8912,2024-04-29,214.0,215.0,-1.0,-0.47,0.0,6.0,0.0,6.0,30.0,24.0,20.0,1.0,5224.0,6403.0,209.0,-5.0,1179.0,1.0,0.0,3,191.0,24.0,187.3333,24.2258,12.46,2,1,1,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0008,BYGR8912,2024-05-02,214.0,221.0,-7.0,-3.27,5.0,6.0,0.7143,9.0,30.0,21.0,30.0,1.0279,4595.0,6403.0,208.9,-5.1,1808.0,1.0,0.0,3,200.0,21.0,209.6667,8.6538,2.0233,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0008,BYGR8912,2024-05-06,214.0,220.0,-6.0,-2.8,5.0,6.0,0.7143,11.0,30.0,19.0,36.67,1.0233,4189.0,6403.0,209.4,-4.6,2214.0,0.0,1.0,3,186.0,34.0,209.0,16.2686,2.3367,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,0,1
BULK0008,BYGR8912,2024-05-13,213.0,228.0,-15.0,-7.04,3.0,6.0,0.4286,16.0,30.0,14.0,53.33,1.0654,3226.0,6403.0,215.1,2.1,3177.0,0.0,1.0,3,186.0,42.0,192.0,27.2764,9.86,2,1,0,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0008,BYGR8912,2024-05-16,213.0,228.0,-15.0,-7.04,5.0,6.0,0.7143,19.0,30.0,11.0,63.33,1.0654,2606.0,6403.0,217.2,4.2,3797.0,0.0,1.0,3,191.0,37.0,206.6667,15.6276,2.9733,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0008,BYGR8912,2024-05-20,213.0,219.0,-6.0,-2.82,2.0,6.0,0.2857,21.0,30.0,9.0,70.0,1.0234,2203.0,6403.0,220.3,7.3,4200.0,0.0,1.0,3,184.0,35.0,210.3333,18.9795,1.2533,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0008,BYGR8912,2024-05-27,271.0,271.0,0.0,0.0,5.0,8.0,0.5556,26.0,30.0,4.0,86.67,0.9963,1083.0,6403.0,216.6,-54.4,5320.0,0.0,0.0,3,239.0,32.0,227.3333,41.2499,14.0567,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,1
BULK0009,AH1060,2024-05-15,350.0,364.0,-14.0,-4.0,0.0,10.0,0.0,1.0,117.0,116.0,0.85,1.037,40571.0,40935.0,346.8,-3.2,364.0,1.0,0.0,1,364.0,0.0,364.0,0.0,-4.0,0,0,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-05-22,350.0,355.0,-5.0,-1.43,7.0,10.0,0.6364,6.0,117.0,111.0,5.13,1.0114,38981.0,40935.0,348.0,-2.0,1954.0,1.0,0.0,3,326.0,29.0,315.6667,37.0615,9.81,2,1,0,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-05-27,350.0,360.0,-10.0,-2.86,6.0,10.0,0.5455,9.0,117.0,108.0,7.69,1.0256,37957.0,40935.0,348.2,-1.8,2978.0,1.0,0.0,3,340.0,20.0,341.3333,14.7271,2.4767,2,2,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-05-29,350.0,364.0,-14.0,-4.0,0.0,10.0,0.0,11.0,117.0,106.0,9.4,1.037,37279.0,40935.0,348.4,-1.6,3656.0,1.0,0.0,3,314.0,50.0,346.0,22.6863,1.1433,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0009,AH1060,2024-06-05,350.0,369.0,-19.0,-5.43,4.0,10.0,0.3636,16.0,117.0,101.0,13.68,1.0513,35678.0,40935.0,349.8,-0.2,5257.0,1.0,0.0,3,313.0,56.0,313.3333,45.3162,10.4767,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-06-10,350.0,373.0,-23.0,-6.57,0.0,10.0,0.0,19.0,117.0,98.0,16.24,1.0627,34644.0,40935.0,349.9,-0.1,6291.0,1.0,0.0,3,338.0,35.0,344.6667,20.9497,1.5233,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-06-12,350.0,355.0,-5.0,-1.43,7.0,10.0,0.6364,21.0,117.0,96.0,17.95,1.0114,33971.0,40935.0,350.2,0.2,6964.0,1.0,0.0,3,318.0,37.0,348.6667,22.8959,0.38,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,0,0
BULK0009,AH1060,2024-06-19,350.0,355.0,-5.0,-1.43,8.0,10.0,0.7273,26.0,117.0,91.0,22.22,1.0114,32410.0,40935.0,352.3,2.3,8525.0,0.0,1.0,3,325.0,30.0,308.6667,45.9734,11.8067,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-06-24,350.0,353.0,-3.0,-0.86,2.0,10.0,0.1818,29.0,117.0,88.0,24.79,1.0057,31382.0,40935.0,352.6,2.6,9553.0,0.0,1.0,3,337.0,16.0,342.6667,7.3182,2.0933,2,2,0,2,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-06-26,350.0,366.0,-16.0,-4.57,0.0,10.0,0.0,31.0,117.0,86.0,26.5,1.0427,30690.0,40935.0,352.8,2.8,10245.0,0.0,1.0,3,326.0,40.0,348.3333,16.66,0.4767,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,0,0
BULK0009,AH1060,2024-07-03,350.0,375.0,-25.0,-7.14,0.0,10.0,0.0,36.0,117.0,81.0,30.77,1.0684,29122.0,40935.0,355.1,5.1,11813.0,0.0,1.0,3,318.0,57.0,301.6667,67.5393,13.81,2,1,1,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-07-08,350.0,359.0,-9.0,-2.57,9.0,10.0,0.8182,39.0,117.0,78.0,33.33,1.0228,28107.0,40935.0,355.8,5.8,12828.0,0.0,1.0,3,334.0,25.0,338.3333,15.4128,3.3333,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-07-10,350.0,371.0,-21.0,-6.0,4.0,10.0,0.3636,41.0,117.0,76.0,35.04,1.057,27412.0,40935.0,356.0,6.0,13523.0,0.0,1.0,3,324.0,47.0,351.3333,19.9388,-0.38,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0009,AH1060,2024-07-17,350.0,352.0,-2.0,-0.57,1.0,10.0,0.0909,46.0,117.0,71.0,39.32,1.0028,25879.0,40935.0,359.4,9.4,15056.0,0.0,1.0,3,302.0,50.0,300.3333,42.8823,14.19,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-07-22,350.0,362.0,-12.0,-3.43,8.0,10.0,0.7273,49.0,117.0,68.0,41.88,1.0313,24853.0,40935.0,360.2,10.2,16082.0,0.0,1.0,3,327.0,35.0,342.0,14.7196,2.2833,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-07-31,350.0,350.0,0.0,0.0,2.0,10.0,0.1818,56.0,117.0,61.0,47.86,0.9972,22637.0,40935.0,365.1,15.1,18298.0,0.0,0.0,3,302.0,48.0,287.3333,58.0881,17.9033,2,1,1,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0009,AH1060,2024-08-05,350.0,378.0,-28.0,-8.0,0.0,10.0,0.0,59.0,117.0,58.0,50.43,1.0769,21590.0,40935.0,365.9,15.9,19345.0,0.0,0.0,3,337.0,41.0,349.0,20.6074,0.2833,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-08-07,350.0,377.0,-27.0,-7.71,7.0,10.0,0.6364,61.0,117.0,56.0,52.14,1.0741,20895.0,40935.0,366.6,16.6,20040.0,0.0,0.0,3,318.0,59.0,357.6667,28.0515,-2.19,1,1,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-08-14,350.0,363.0,-13.0,-3.71,8.0,10.0,0.7273,66.0,117.0,51.0,56.41,1.0342,19250.0,40935.0,370.2,20.2,21685.0,0.0,0.0,3,323.0,40.0,327.6667,27.1457,6.38,2,1,0,2,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-08-19,350.0,369.0,-19.0,-5.43,8.0,10.0,0.7273,69.0,117.0,48.0,58.97,1.0513,18226.0,40935.0,372.0,22.0,22709.0,0.0,0.0,3,333.0,36.0,341.3333,20.0721,2.4767,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-08-21,350.0,353.0,-3.0,-0.86,10.0,10.0,0.9091,71.0,117.0,46.0,60.68,1.0057,17543.0,40935.0,373.3,23.3,23392.0,0.0,0.0,3,330.0,23.0,350.6667,16.0069,-0.1933,1,1,0,0,1,1,1,Working Hours Issue,1,1,0,1,1
BULK0009,AH1060,2024-08-28,350.0,350.0,0.0,0.0,7.0,10.0,0.6364,76.0,117.0,41.0,64.96,0.9972,15943.0,40935.0,379.6,29.6,24992.0,0.0,0.0,3,320.0,30.0,315.0,30.8221,10.0,2,1,0,0,1,1,1,Worker Issue,1,1,0,0,0
BULK0009,AH1060,2024-09-02,350.0,367.0,-17.0,-4.86,10.0,10.0,0.9091,79.0,117.0,38.0,67.52,1.0456,14901.0,40935.0,382.1,32.1,26034.0,0.0,0.0,3,332.0,35.0,347.3333,14.6135,0.76,2,2,0,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-09-04,350.0,350.0,0.0,0.0,5.0,10.0,0.4545,81.0,117.0,36.0,69.23,0.9972,14250.0,40935.0,385.1,35.1,26685.0,0.0,0.0,3,301.0,49.0,339.3333,27.9802,3.0467,1,1,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0009,AH1060,2024-09-11,350.0,367.0,-17.0,-4.86,9.0,10.0,0.8182,86.0,117.0,31.0,73.5,1.0456,12677.0,40935.0,396.2,46.2,28258.0,0.0,0.0,3,315.0,52.0,303.0,57.7812,13.4267,2,1,1,1,1,1,1,Worker Issue,1,1,0,0,0
BULK0009,AH1060,2024-09-16,350.0,352.0,-2.0,-0.57,10.0,10.0,0.9091,89.0,117.0,28.0,76.07,1.0028,11672.0,40935.0,402.5,52.5,29263.0,0.0,0.0,3,314.0,38.0,335.0,15.7692,4.2867,2,2,0,0,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-09-18,350.0,356.0,-6.0,-1.71,9.0,10.0,0.8182,91.0,117.0,26.0,77.78,1.0142,10998.0,40935.0,407.3,57.3,29937.0,0.0,0.0,3,318.0,38.0,342.0,17.0489,2.2867,1,1,0,1,1,1,1,Working Hours Issue,1,1,0,0,1
BULK0009,AH1060,2024-09-25,350.0,368.0,-18.0,-5.14,1.0,10.0,0.0909,96.0,117.0,21.0,82.05,1.0484,9416.0,40935.0,428.0,78.0,31519.0,0.0,0.0,3,308.0,60.0,321.6667,33.6683,8.0967,2,1,0,0,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-09-30,350.0,369.0,-19.0,-5.43,8.0,10.0,0.7273,99.0,117.0,18.0,84.62,1.0513,8377.0,40935.0,440.9,90.9,32558.0,0.0,0.0,3,329.0,40.0,346.3333,16.7597,1.0467,2,2,0,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-10-02,350.0,351.0,-1.0,-0.29,0.0,10.0,0.0,101.0,117.0,16.0,86.32,1.0,7719.0,40935.0,454.1,104.1,33216.0,0.0,0.0,3,307.0,44.0,342.3333,26.0427,2.19,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,0,0
BULK0009,AH1060,2024-10-09,349.0,368.0,-19.0,-5.44,9.0,10.0,0.8182,106.0,117.0,11.0,90.6,1.0514,6149.0,40935.0,512.4,163.4,34786.0,0.0,0.0,3,308.0,60.0,301.3333,57.3488,13.66,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0009,AH1060,2024-10-14,349.0,357.0,-8.0,-2.29,2.0,10.0,0.1818,109.0,117.0,8.0,93.16,1.02,5160.0,40935.0,573.3,224.3,35775.0,0.0,0.0,3,292.0,65.0,329.6667,27.5237,5.54,2,1,0,2,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0009,AH1060,2024-10-16,649.0,656.0,-7.0,-1.08,7.0,19.0,0.35,111.0,117.0,6.0,94.87,1.0092,3883.0,40935.0,554.7,-94.3,37052.0,0.0,0.0,3,621.0,35.0,544.6667,133.4674,0.1167,1,1,0,1,1,1,1,Worker Issue,1,1,1,0,0
BULK0010,TG3942,2024-04-09,196.0,197.0,-1.0,-0.51,2.0,6.0,0.2857,1.0,30.0,29.0,3.33,1.0,5681.0,5878.0,189.4,-6.6,197.0,1.0,0.0,1,197.0,0.0,197.0,0.0,-0.51,0,0,0,0,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0010,TG3942,2024-04-26,196.0,202.0,-6.0,-3.06,1.0,6.0,0.1429,6.0,30.0,24.0,20.0,1.0254,4819.0,5878.0,192.8,-3.2,1059.0,1.0,0.0,3,176.0,26.0,168.6667,30.6522,13.9433,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0010,TG3942,2024-05-01,196.0,204.0,-8.0,-4.08,6.0,6.0,0.8571,9.0,30.0,21.0,30.0,1.0355,4260.0,5878.0,193.6,-2.4,1618.0,1.0,0.0,3,171.0,33.0,186.3333,13.5728,4.9333,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0010,TG3942,2024-05-03,196.0,197.0,-1.0,-0.51,5.0,6.0,0.7143,11.0,30.0,19.0,36.67,1.0,3889.0,5878.0,194.4,-1.6,1989.0,0.0,1.0,3,174.0,23.0,191.6667,12.8149,2.21,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,0
BULK0010,TG3942,2024-05-10,196.0,203.0,-7.0,-3.57,6.0,6.0,0.8571,16.0,30.0,14.0,53.33,1.0305,3021.0,5878.0,201.4,5.4,2857.0,0.0,1.0,3,175.0,28.0,171.3333,27.4752,12.5833,2,1,1,1,1,1,1,Worker Issue,1,1,0,1,0
BULK0010,TG3942,2024-05-15,196.0,209.0,-13.0,-6.63,0.0,6.0,0.0,19.0,30.0,11.0,63.33,1.0609,2441.0,5878.0,203.4,7.4,3437.0,0.0,1.0,3,185.0,24.0,193.3333,11.0855,1.36,2,2,0,1,1,1,1,Working Hours Issue,1,1,0,1,0
BULK0010,TG3942,2024-05-17,196.0,207.0,-11.0,-5.61,6.0,6.0,0.8571,21.0,30.0,9.0,70.0,1.0508,2060.0,5878.0,206.0,10.0,3818.0,0.0,1.0,3,174.0,33.0,196.6667,16.0485,-0.34,1,1,0,1,1,1,1,Working Hours Issue,1,1,1,1,1
BULK0010,TG3942,2024-05-24,257.0,271.0,-14.0,-5.45,2.0,8.0,0.2222,26.0,30.0,4.0,86.67,1.0504,1010.0,5878.0,202.0,-55.0,4868.0,0.0,0.0,3,223.0,48.0,222.0,40.4228,11.3467,2,1,1,2,1,1,1,Worker Issue,1,1,0,0,0
BULK0015,KM327296,2024-07-19,750.0,750.0,0.0,0.0,22.0,23.0,0.9167,1.0,35.0,34.0,2.86,0.9987,25749.0,26499.0,735.7,-14.3,750.0,1.0,0.0,1,750.0,0.0,750.0,0.0,0.0,0,0,0,0,1,1,1,Worker Issue,1,1,1,1,0
BULK0015,KM327296,2024-07-23,751.0,771.0,-20.0,-2.66,12.0,23.0,0.5,3.0,35.0,32.0,8.57,1.0253,24255.0,26499.0,735.0,-16.0,2244.0,1.0,0.0,3,723.0,48.0,748.0,19.6469,0.6533,1,1,0,0,1,1,1,Machine Breakdown Issue,1,0,1,1,1
BULK0015,KM327296,2024-07-25,757.0,762.0,-5.0,-0.66,14.0,23.0,0.5833,5.0,35.0,30.0,14.29,1.0053,22927.0,26499.0,739.6,-17.4,3572.0,1.0,0.0,3,566.0,196.0,699.6667,94.588,7.5967,1,0,1,1,1,1,1,Minor Delay,1,0,0,0,1
BULK0015,KM327296,2024-07-29,773.0,778.0,-5.0,-0.65,23.0,24.0,0.92,7.0,35.0,28.0,20.0,1.0052,21401.0,26499.0,738.0,-35.0,5098.0,1.0,0.0,3,748.0,30.0,762.6667,12.2565,0.64,1,0,0,0,1,0,1,Worker Issue,2,1,0,0,0
BULK0015,KM327296,2024-07-30,773.0,788.0,-15.0,-1.94,15.0,24.0,0.6,8.0,35.0,27.0,22.86,1.0181,20613.0,26499.0,736.2,-36.8,5886.0,1.0,0.0,3,778.0,10.0,771.3333,16.9967,0.2133,1,0,0,0,2,1,1,Worker Issue,1,1,1,1,0
BULK0015,KM327296,2024-08-01,761.0,776.0,-15.0,-1.97,16.0,23.0,0.6667,10.0,35.0,25.0,28.57,1.0184,19118.0,26499.0,735.3,-25.7,7381.0,1.0,0.0,3,719.0,57.0,761.0,30.0998,0.8633,1,1,0,0,1,1,1,Machine Breakdown Issue,1,0,1,1,1
BULK0015,KM327296,2024-08-05,763.0,763.0,0.0,0.0,17.0,23.0,0.7083,12.0,35.0,23.0,34.29,0.9987,17740.0,26499.0,739.2,-23.8,8759.0,1.0,0.0,3,615.0,148.0,718.0,73.0251,5.88,1,0,1,1,1,1,1,Minor Delay,1,0,0,0,1
BULK0015,KM327296,2024-08-07,774.0,784.0,-10.0,-1.29,24.0,24.0,0.96,14.0,35.0,21.0,40.0,1.0116,16207.0,26499.0,736.7,-37.3,10292.0,1.0,0.0,3,749.0,35.0,765.3333,14.3836,0.2233,1,0,0,0,1,0,1,Worker Issue,2,1,0,0,0
BULK0015,KM327296,2024-08-08,764.0,779.0,-15.0,-1.96,19.0,23.0,0.7917,15.0,35.0,20.0,42.86,1.0183,15428.0,26499.0,734.7,-29.3,11071.0,0.0,1.0,3,784.0,-5.0,770.6667,15.456,-0.43,1,0,0,0,2,1,1,Worker Issue,1,1,1,1,0
BULK0015,KM327296,2024-08-12,774.0,794.0,-20.0,-2.58,17.0,24.0,0.68,17.0,35.0,18.0,48.57,1.0245,13935.0,26499.0,733.4,-40.6,12564.0,0.0,1.0,3,699.0,95.0,757.3333,41.7,1.3233,1,1,0,0,1,1,1,Machine Breakdown Issue,1,0,1,1,1
BULK0015,KM327296,2024-08-14,774.0,784.0,-10.0,-1.29,13.0,24.0,0.52,19.0,35.0,16.0,54.29,1.0116,12527.0,26499.0,736.9,-37.1,13972.0,0.0,1.0,3,624.0,160.0,734.0,77.8888,5.17,1,0,1,1,1,1,1,Minor Delay,1,0,0,0,1
